FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
3643,716,5.5507202,0.0360000,260727.702052000007825,3889564.050133999902755
3644,720,6.0637698,0.0140000,260757.702052000007825,3889564.050133999902755
3645,722,3.8436699,0.0204000,260787.702052000007825,3889564.050133999902755
3646,724,2.5695000,0.0176000,260817.702052000007825,3889564.050133999902755
3647,725,2.4331400,0.0272000,260847.702052000007825,3889564.050133999902755
3648,726,1.5095299,0.0224000,260877.702052000007825,3889564.050133999902755
3649,726,0.7548940,0.0000000,260907.702052000007825,3889564.050133999902755
3650,727,1.4321001,0.0192000,260937.702052000007825,3889564.050133999902755
3651,728,2.8624101,0.0000000,260967.702052000007825,3889564.050133999902755
3652,730,3.1096301,0.0032000,260997.702052000007825,3889564.050133999902755
3653,731,1.8175200,0.0000000,261027.702052000007825,3889564.050133999902755
3654,731,1.7210100,0.0276000,261057.702052000007825,3889564.050133999902755
3655,732,1.8175200,0.0464000,261087.702052000007825,3889564.050133999902755
3656,733,1.5095299,0.0204000,261117.702052000007825,3889564.050133999902755
3657,734,1.8175200,0.0508000,261147.702052000007825,3889564.050133999902755
3658,735,2.5695000,0.0060000,261177.702052000007825,3889564.050133999902755
3659,736,3.9310999,0.0172000,261207.702052000007825,3889564.050133999902755
3660,739,5.9892201,0.0232000,261237.702052000007825,3889564.050133999902755
3661,743,4.0725899,0.0056000,261267.702052000007825,3889564.050133999902755
3662,742,5.8851299,0.0000000,261297.702052000007825,3889564.050133999902755
3663,743,9.5201998,0.0000000,261327.702052000007825,3889564.050133999902755
3664,747,9.2089901,0.0008000,261357.702052000007825,3889564.050133999902755
3665,748,6.4666300,0.0008000,261387.702052000007825,3889564.050133999902755
3666,750,3.7692399,0.0016000,261417.702052000007825,3889564.050133999902755
3667,747,5.1287098,0.0024000,261447.702052000007825,3889564.050133999902755
3668,744,4.5823102,0.0008000,261477.702052000007825,3889564.050133999902755
3669,743,2.1343000,0.0004000,261507.702052000007825,3889564.050133999902755
3670,742,3.0357201,0.0052000,261537.702052000007825,3889564.050133999902755
3671,744,5.5709600,0.0004000,261567.702052000007825,3889564.050133999902755
3672,747,6.9904900,0.0000000,261597.702052000007825,3889564.050133999902755
3673,752,4.6799102,0.0000000,261627.702052000007825,3889564.050133999902755
3674,752,2.4563899,0.0000000,261657.702052000007825,3889564.050133999902755
3675,750,3.3214300,0.0004000,261687.702052000007825,3889564.050133999902755
3676,751,4.4318199,0.0004000,261717.702052000007825,3889564.050133999902755
3677,753,5.3964200,0.0396000,261747.702052000007825,3889564.050133999902755
3678,755,5.3964200,0.0364000,261777.702052000007825,3889564.050133999902755
3679,757,4.7636399,0.0096000,261807.702052000007825,3889564.050133999902755
3680,758,5.0511498,0.0004000,261837.702052000007825,3889564.050133999902755
3681,761,5.2266998,0.0000000,261867.702052000007825,3889564.050133999902755
3682,763,3.5204101,0.0004000,261897.702052000007825,3889564.050133999902755
3683,764,7.2646298,0.0244000,261927.702052000007825,3889564.050133999902755
3684,772,9.6462202,0.0520000,261957.702052000007825,3889564.050133999902755
3685,775,10.3150997,0.0424000,261987.702052000007825,3889564.050133999902755
3686,781,13.9610996,0.0160000,262017.702052000007825,3889564.050133999902755
3687,789,14.3504000,0.0312000,262047.702052000007825,3889564.050133999902755
3688,796,13.3144999,0.0392000,262077.702052000007825,3889564.050133999902755
3689,802,11.0483999,0.0248000,262107.702052000007825,3889564.050133999902755
3690,804,11.7086000,0.0200000,262137.702052000007825,3889564.050133999902755
3691,795,18.8610001,0.0196000,262167.702051999978721,3889564.050133999902755
3692,785,13.9949999,0.0284000,262197.702051999978721,3889564.050133999902755
3693,782,8.2468901,0.0380000,262227.702051999978721,3889564.050133999902755
3694,781,6.3175502,0.0292000,262257.702051999978721,3889564.050133999902755
3695,780,5.0623102,0.0236000,262287.702051999978721,3889564.050133999902755
3696,779,3.1096301,0.0708000,262317.702051999978721,3889564.050133999902755
3697,778,1.5095299,0.1188000,262347.702051999978721,3889564.050133999902755
3698,780,6.9181700,0.1216000,262377.702051999978721,3889564.050133999902755
3699,785,8.5889301,0.0536000,262407.702051999978721,3889564.050133999902755
3700,788,10.1119003,0.0980000,262437.702051999978721,3889564.050133999902755
3701,793,10.6784000,0.1328000,262467.702051999978721,3889564.050133999902755
3702,796,8.1112804,0.2120000,262497.702051999978721,3889564.050133999902755
3703,798,7.0857301,0.2200000,262527.702051999978721,3889564.050133999902755
3704,801,7.9732299,0.1920000,262557.702051999978721,3889564.050133999902755
3705,805,8.8425102,0.1160000,262587.702051999978721,3889564.050133999902755
3706,811,10.8500996,0.0764000,262617.702051999978721,3889564.050133999902755
3707,817,14.3504000,0.0556000,262647.702051999978721,3889564.050133999902755
3708,826,17.9598007,0.0292000,262677.702051999978721,3889564.050133999902755
3709,836,20.8143005,0.0284000,262707.702051999978721,3889564.050133999902755
3710,847,24.4505005,0.0000000,262737.702051999978721,3889564.050133999902755
3711,862,25.4197006,0.0000000,262767.702051999978721,3889564.050133999902755
3712,874,22.4808998,0.0060000,262797.702051999978721,3889564.050133999902755
3713,884,16.1655998,0.0192000,262827.702051999978721,3889564.050133999902755
3714,890,5.2266998,0.0028000,262857.702051999978721,3889564.050133999902755
3715,889,12.0882998,0.0008000,262887.702051999978721,3889564.050133999902755
3716,882,17.8314991,0.0264000,262917.702051999978721,3889564.050133999902755
3717,873,18.0042000,0.0196000,262947.702051999978721,3889564.050133999902755
3718,864,16.4536991,0.0232000,262977.702051999978721,3889564.050133999902755
3719,856,15.3290997,0.0244000,263007.702051999978721,3889564.050133999902755
3720,848,16.5923996,0.0236000,263037.702051999978721,3889564.050133999902755
3721,838,15.1283998,0.0184000,263067.702051999978721,3889564.050133999902755
3722,834,12.7265997,0.0220000,263097.702051999978721,3889564.050133999902755
3723,827,11.1751003,0.0332000,263127.702051999978721,3889564.050133999902755
3724,681,1.7210100,0.0008000,259287.702052000007825,3889534.050133999902755
3725,682,3.1996000,0.0336000,259317.702052000007825,3889534.050133999902755
3726,683,3.1096301,0.0320000,259347.702052000007825,3889534.050133999902755
3727,682,3.7086201,0.0408000,259377.702052000007825,3889534.050133999902755
3728,680,3.0357201,0.0780000,259407.702052000007825,3889534.050133999902755
3729,679,1.6876000,0.1620000,259437.702052000007825,3889534.050133999902755
3730,680,4.3933802,0.0444000,259467.702052000007825,3889534.050133999902755
3731,684,5.7105899,0.0076000,259497.702052000007825,3889534.050133999902755
3732,686,2.7199199,0.0148000,259527.702052000007825,3889534.050133999902755
3733,686,1.7210100,0.0036000,259557.702052000007825,3889534.050133999902755
3734,688,1.3502200,0.0020000,259587.702052000007825,3889534.050133999902755
3735,688,1.0675200,0.0008000,259617.702052000007825,3889534.050133999902755
3736,688,2.2636399,0.0036000,259647.702052000007825,3889534.050133999902755
3737,690,2.9018199,0.0024000,259677.702052000007825,3889534.050133999902755
3738,691,3.0543699,0.0008000,259707.702052000007825,3889534.050133999902755
3739,692,3.4717400,0.0012000,259737.702052000007825,3889534.050133999902755
3740,692,3.3214300,0.0004000,259767.702052000007825,3889534.050133999902755
3741,693,3.0543699,0.0012000,259797.702052000007825,3889534.050133999902755
3742,694,2.8821800,0.0004000,259827.702052000007825,3889534.050133999902755
3743,696,3.3722899,0.0008000,259857.702052000007825,3889534.050133999902755
3744,698,2.5695000,0.0008000,259887.702052000007825,3889534.050133999902755
3745,699,1.7210100,0.0004000,259917.702052000007825,3889534.050133999902755
3746,697,2.7818899,0.0008000,259947.702052000007825,3889534.050133999902755
3747,696,1.7210100,0.0020000,259977.702052000007825,3889534.050133999902755
3748,698,3.0169599,0.0140000,260007.702052000007825,3889534.050133999902755
3749,699,1.6876000,0.0012000,260037.702052000007825,3889534.050133999902755
3750,700,1.5095299,0.0236000,260067.702052000007825,3889534.050133999902755
3751,701,2.0527799,0.0024000,260097.702052000007825,3889534.050133999902755
3752,701,2.9018199,0.0040000,260127.702052000007825,3889534.050133999902755
3753,701,3.3722899,0.0204000,260157.702052000007825,3889534.050133999902755
3754,701,3.7692399,0.0160000,260187.702052000007825,3889534.050133999902755
3755,703,3.7238700,0.0008000,260217.702052000007825,3889534.050133999902755
3756,704,1.0127500,0.0120000,260247.702052000007825,3889534.050133999902755
3757,704,1.0675200,0.0612000,260277.702052000007825,3889534.050133999902755
3758,704,1.0127500,0.0584000,260307.702052000007825,3889534.050133999902755
3759,703,0.6752060,0.0200000,260337.702052000007825,3889534.050133999902755
3760,703,2.1607900,0.0180000,260367.702052000007825,3889534.050133999902755
3761,705,4.1140800,0.0828000,260397.702052000007825,3889534.050133999902755
3762,707,3.5842500,0.0724000,260427.702052000007825,3889534.050133999902755
3763,709,3.3722899,0.0696000,260457.702052000007825,3889534.050133999902755
3764,711,1.6876000,0.0268000,260487.702052000007825,3889534.050133999902755
3765,711,0.7548940,0.0660000,260517.702052000007825,3889534.050133999902755
3766,712,1.7210100,0.0232000,260547.702052000007825,3889534.050133999902755
3767,713,1.9678600,0.0504000,260577.702052000007825,3889534.050133999902755
3768,712,2.4331400,0.0380000,260607.702052000007825,3889534.050133999902755
3769,713,2.2636399,0.0152000,260637.702052000007825,3889534.050133999902755
3770,713,1.9678600,0.0120000,260667.702052000007825,3889534.050133999902755
3771,713,2.6989501,0.0160000,260697.702052000007825,3889534.050133999902755
3772,715,5.0062799,0.0116000,260727.702052000007825,3889534.050133999902755
3773,718,6.0637698,0.0148000,260757.702052000007825,3889534.050133999902755
3774,721,4.7279401,0.0204000,260787.702052000007825,3889534.050133999902755
3775,722,4.3933802,0.0348000,260817.702052000007825,3889534.050133999902755
3776,724,4.0446901,0.0172000,260847.702052000007825,3889534.050133999902755
3777,725,2.7199199,0.0120000,260877.702052000007825,3889534.050133999902755
3778,726,1.3917600,0.0412000,260907.702052000007825,3889534.050133999902755
3779,726,1.3917600,0.0024000,260937.702052000007825,3889534.050133999902755
3780,727,3.0169599,0.0196000,260967.702052000007825,3889534.050133999902755
3781,729,3.0169599,0.0240000,260997.702052000007825,3889534.050133999902755
3782,730,1.8175200,0.0236000,261027.702052000007825,3889534.050133999902755
3783,731,1.5095299,0.0352000,261057.702052000007825,3889534.050133999902755
3784,732,1.8175200,0.0044000,261087.702052000007825,3889534.050133999902755
3785,733,1.6876000,0.0140000,261117.702052000007825,3889534.050133999902755
3786,733,2.0527799,0.0208000,261147.702052000007825,3889534.050133999902755
3787,734,3.1996000,0.0144000,261177.702052000007825,3889534.050133999902755
3788,736,4.3154502,0.0716000,261207.702052000007825,3889534.050133999902755
3789,738,6.1829300,0.0304000,261237.702052000007825,3889534.050133999902755
3790,742,7.5431499,0.0084000,261267.702052000007825,3889534.050133999902755
3791,747,8.0563602,0.0016000,261297.702052000007825,3889534.050133999902755
3792,750,8.9356298,0.0004000,261327.702052000007825,3889534.050133999902755
3793,752,6.7628598,0.0000000,261357.702052000007825,3889534.050133999902755
3794,752,3.7692399,0.0032000,261387.702052000007825,3889534.050133999902755
3795,750,3.3214300,0.0152000,261417.702052000007825,3889534.050133999902755
3796,748,5.2589502,0.0004000,261447.702052000007825,3889534.050133999902755
3797,745,6.7213702,0.0000000,261477.702052000007825,3889534.050133999902755
3798,741,4.3933802,0.0004000,261507.702052000007825,3889534.050133999902755
3799,741,3.7086201,0.0028000,261537.702052000007825,3889534.050133999902755
3800,744,6.1738501,0.0000000,261567.702052000007825,3889534.050133999902755
3801,748,7.0857301,0.0000000,261597.702052000007825,3889534.050133999902755
3802,751,4.5823102,0.0000000,261627.702052000007825,3889534.050133999902755
3803,752,2.7199199,0.0004000,261657.702052000007825,3889534.050133999902755
3804,749,2.7199199,0.0008000,261687.702052000007825,3889534.050133999902755
3805,750,3.3890700,0.0592000,261717.702052000007825,3889534.050133999902755
3806,751,4.3804898,0.0052000,261747.702052000007825,3889534.050133999902755
3807,753,5.0623102,0.0000000,261777.702052000007825,3889534.050133999902755
3808,755,5.1506500,0.0004000,261807.702052000007825,3889534.050133999902755
3809,756,5.7302599,0.0000000,261837.702052000007825,3889534.050133999902755
3810,759,6.3793702,0.0004000,261867.702052000007825,3889534.050133999902755
3811,762,4.1002898,0.0516000,261897.702052000007825,3889534.050133999902755
3812,763,6.9262500,0.0292000,261927.702052000007825,3889534.050133999902755
3813,768,9.8986301,0.0664000,261957.702052000007825,3889534.050133999902755
3814,771,11.3957005,0.0140000,261987.702052000007825,3889534.050133999902755
3815,779,14.6246996,0.0344000,262017.702052000007825,3889534.050133999902755
3816,786,13.6557999,0.0260000,262047.702052000007825,3889534.050133999902755
3817,792,11.7270002,0.0228000,262077.702052000007825,3889534.050133999902755
3818,796,11.3338003,0.0168000,262107.702052000007825,3889534.050133999902755
3819,796,12.1061001,0.0224000,262137.702052000007825,3889534.050133999902755
3820,790,15.7312002,0.0208000,262167.702051999978721,3889534.050133999902755
3821,781,11.5836000,0.0100000,262197.702051999978721,3889534.050133999902755
3822,780,4.5202298,0.0212000,262227.702051999978721,3889534.050133999902755
3823,781,3.1096301,0.0724000,262257.702051999978721,3889534.050133999902755
3824,780,2.6989501,0.0764000,262287.702051999978721,3889534.050133999902755
3825,778,0.6752060,0.1000000,262317.702051999978721,3889534.050133999902755
3826,779,4.2626901,0.0736000,262347.702051999978721,3889534.050133999902755
3827,782,8.7924099,0.0160000,262377.702051999978721,3889534.050133999902755
3828,787,11.7086000,0.0624000,262407.702051999978721,3889534.050133999902755
3829,793,13.9949999,0.0856000,262437.702051999978721,3889534.050133999902755
3830,799,13.7213001,0.0784000,262467.702051999978721,3889534.050133999902755
3831,801,12.6254997,0.0992000,262497.702051999978721,3889534.050133999902755
3832,802,13.3621998,0.2612000,262527.702051999978721,3889534.050133999902755
3833,806,14.2221003,0.1748000,262557.702051999978721,3889534.050133999902755
3834,809,13.4294004,0.2228000,262587.702051999978721,3889534.050133999902755
3835,812,14.2184000,0.1880000,262617.702051999978721,3889534.050133999902755
3836,820,18.4911995,0.0724000,262647.702051999978721,3889534.050133999902755
3837,831,21.9253006,0.0084000,262677.702051999978721,3889534.050133999902755
3838,843,23.0254993,0.0000000,262707.702051999978721,3889534.050133999902755
3839,854,23.9197006,0.0008000,262737.702051999978721,3889534.050133999902755
3840,867,22.0902996,0.0000000,262767.702051999978721,3889534.050133999902755
3841,878,17.5969009,0.0000000,262797.702051999978721,3889534.050133999902755
3842,887,9.8319998,0.0032000,262827.702051999978721,3889534.050133999902755
3843,888,7.6675801,0.0004000,262857.702051999978721,3889534.050133999902755
3844,882,14.8511000,0.0228000,262887.702051999978721,3889534.050133999902755
3845,875,15.5333004,0.0044000,262917.702051999978721,3889534.050133999902755
3846,870,15.0424004,0.0160000,262947.702051999978721,3889534.050133999902755
3847,862,16.0287991,0.0120000,262977.702051999978721,3889534.050133999902755
3848,853,15.0562000,0.0428000,263007.702051999978721,3889534.050133999902755
3849,846,15.7017002,0.0188000,263037.702051999978721,3889534.050133999902755
3850,837,14.8334999,0.0648000,263067.702051999978721,3889534.050133999902755
3851,830,10.8900995,0.0444000,263097.702051999978721,3889534.050133999902755
3852,825,7.7254100,0.0488000,263127.702051999978721,3889534.050133999902755
3853,681,1.3917600,0.0020000,259287.702052000007825,3889504.050133999902755
3854,680,2.8624101,0.0672000,259317.702052000007825,3889504.050133999902755
3855,681,4.0586600,0.0376000,259347.702052000007825,3889504.050133999902755
3856,680,3.6313901,0.0536000,259377.702052000007825,3889504.050133999902755
3857,679,1.3917600,0.1336000,259407.702052000007825,3889504.050133999902755
3858,679,1.0675200,0.1540000,259437.702052000007825,3889504.050133999902755
3859,680,4.5823102,0.0176000,259467.702052000007825,3889504.050133999902755
3860,684,5.9515800,0.0072000,259497.702052000007825,3889504.050133999902755
3861,687,3.1096301,0.0028000,259527.702052000007825,3889504.050133999902755
3862,688,1.5095299,0.0040000,259557.702052000007825,3889504.050133999902755
3863,688,1.0675200,0.0032000,259587.702052000007825,3889504.050133999902755
3864,688,1.0127500,0.0032000,259617.702052000007825,3889504.050133999902755
3865,689,1.8175200,0.0032000,259647.702052000007825,3889504.050133999902755
3866,690,1.6876000,0.0008000,259677.702052000007825,3889504.050133999902755
3867,690,0.6752060,0.0004000,259707.702052000007825,3889504.050133999902755
3868,690,1.3917600,0.0000000,259737.702052000007825,3889504.050133999902755
3869,691,2.0527799,0.0004000,259767.702052000007825,3889504.050133999902755
3870,692,2.5695000,0.0012000,259797.702052000007825,3889504.050133999902755
3871,694,3.3214300,0.0016000,259827.702052000007825,3889504.050133999902755
3872,696,3.4389100,0.0008000,259857.702052000007825,3889504.050133999902755
3873,697,3.3214300,0.0008000,259887.702052000007825,3889504.050133999902755
3874,697,3.9310999,0.0028000,259917.702052000007825,3889504.050133999902755
3875,696,3.5204101,0.0064000,259947.702052000007825,3889504.050133999902755
3876,695,2.5695000,0.0020000,259977.702052000007825,3889504.050133999902755
3877,697,4.0586600,0.0120000,260007.702052000007825,3889504.050133999902755
3878,699,3.4389100,0.0052000,260037.702052000007825,3889504.050133999902755
3879,699,3.1818099,0.0036000,260067.702052000007825,3889504.050133999902755
3880,699,3.5842500,0.0156000,260097.702052000007825,3889504.050133999902755
3881,699,3.1818099,0.0480000,260127.702052000007825,3889504.050133999902755
3882,699,2.0527799,0.0188000,260157.702052000007825,3889504.050133999902755
3883,700,2.4563899,0.0212000,260187.702052000007825,3889504.050133999902755
3884,702,3.5204101,0.0264000,260217.702052000007825,3889504.050133999902755
3885,704,2.7199199,0.0496000,260247.702052000007825,3889504.050133999902755
3886,705,1.2171201,0.0396000,260277.702052000007825,3889504.050133999902755
3887,704,1.3917600,0.0188000,260307.702052000007825,3889504.050133999902755
3888,703,0.3376150,0.0340000,260337.702052000007825,3889504.050133999902755
3889,703,3.6313901,0.0756000,260367.702052000007825,3889504.050133999902755
3890,707,4.3804898,0.0188000,260397.702052000007825,3889504.050133999902755
3891,708,2.5695000,0.0004000,260427.702052000007825,3889504.050133999902755
3892,709,2.8624101,0.0468000,260457.702052000007825,3889504.050133999902755
3893,711,1.9678600,0.0772000,260487.702052000007825,3889504.050133999902755
3894,711,0.6752060,0.0700000,260517.702052000007825,3889504.050133999902755
3895,711,1.0675200,0.0448000,260547.702052000007825,3889504.050133999902755
3896,711,1.4321001,0.0392000,260577.702052000007825,3889504.050133999902755
3897,711,1.3917600,0.0000000,260607.702052000007825,3889504.050133999902755
3898,712,1.3502200,0.0092000,260637.702052000007825,3889504.050133999902755
3899,712,1.0127500,0.0152000,260667.702052000007825,3889504.050133999902755
3900,713,2.1607900,0.0236000,260697.702052000007825,3889504.050133999902755
3901,714,4.0586600,0.0068000,260727.702052000007825,3889504.050133999902755
3902,717,4.6799102,0.0152000,260757.702052000007825,3889504.050133999902755
3903,719,3.7238700,0.0020000,260787.702052000007825,3889504.050133999902755
3904,720,4.0446901,0.0008000,260817.702052000007825,3889504.050133999902755
3905,722,4.4951501,0.0236000,260847.702052000007825,3889504.050133999902755
3906,724,3.7692399,0.0012000,260877.702052000007825,3889504.050133999902755
3907,726,1.6876000,0.0008000,260907.702052000007825,3889504.050133999902755
3908,726,0.7548940,0.0200000,260937.702052000007825,3889504.050133999902755
3909,727,2.7199199,0.0204000,260967.702052000007825,3889504.050133999902755
3910,729,3.0169599,0.0348000,260997.702052000007825,3889504.050133999902755
3911,730,2.0527799,0.0252000,261027.702052000007825,3889504.050133999902755
3912,731,2.0248699,0.0236000,261057.702052000007825,3889504.050133999902755
3913,731,2.0527799,0.0132000,261087.702052000007825,3889504.050133999902755
3914,732,1.3502200,0.0000000,261117.702052000007825,3889504.050133999902755
3915,732,1.3917600,0.0404000,261147.702052000007825,3889504.050133999902755
3916,733,3.8140700,0.0368000,261177.702052000007825,3889504.050133999902755
3917,736,5.3228502,0.0276000,261207.702052000007825,3889504.050133999902755
3918,739,7.2106700,0.0064000,261237.702052000007825,3889504.050133999902755
3919,743,9.4274101,0.0012000,261267.702052000007825,3889504.050133999902755
3920,749,7.6603198,0.0012000,261297.702052000007825,3889504.050133999902755
3921,752,4.3933802,0.0000000,261327.702052000007825,3889504.050133999902755
3922,754,0.3376150,0.0004000,261357.702052000007825,3889504.050133999902755
3923,752,3.6313901,0.0024000,261387.702052000007825,3889504.050133999902755
3924,750,4.2626901,0.0076000,261417.702052000007825,3889504.050133999902755
3925,748,5.8755698,0.0024000,261447.702052000007825,3889504.050133999902755
3926,744,9.5777102,0.0012000,261477.702052000007825,3889504.050133999902755
3927,738,6.3969202,0.0020000,261507.702052000007825,3889504.050133999902755
3928,740,6.1373801,0.0024000,261537.702052000007825,3889504.050133999902755
3929,742,7.7469702,0.0068000,261567.702052000007825,3889504.050133999902755
3930,746,8.4065800,0.0008000,261597.702052000007825,3889504.050133999902755
3931,749,6.7958598,0.0000000,261627.702052000007825,3889504.050133999902755
3932,750,4.3154502,0.0004000,261657.702052000007825,3889504.050133999902755
3933,748,2.8821800,0.0128000,261687.702052000007825,3889504.050133999902755
3934,748,2.6989501,0.0196000,261717.702052000007825,3889504.050133999902755
3935,750,3.3890700,0.0000000,261747.702052000007825,3889504.050133999902755
3936,751,3.7238700,0.0000000,261777.702052000007825,3889504.050133999902755
3937,752,4.4318199,0.0080000,261807.702052000007825,3889504.050133999902755
3938,754,6.1373801,0.0060000,261837.702052000007825,3889504.050133999902755
3939,758,7.0144300,0.0104000,261867.702052000007825,3889504.050133999902755
3940,761,4.7159801,0.0000000,261897.702052000007825,3889504.050133999902755
3941,761,5.8082199,0.0000000,261927.702052000007825,3889504.050133999902755
3942,765,8.2804298,0.0308000,261957.702052000007825,3889504.050133999902755
3943,769,10.8900995,0.0452000,261987.702052000007825,3889504.050133999902755
3944,776,14.2330999,0.0296000,262017.702052000007825,3889504.050133999902755
3945,784,12.6254997,0.0432000,262047.702052000007825,3889504.050133999902755
3946,789,8.4394503,0.0288000,262077.702052000007825,3889504.050133999902755
3947,790,7.6530499,0.0128000,262107.702052000007825,3889504.050133999902755
3948,790,10.3572998,0.0276000,262137.702052000007825,3889504.050133999902755
3949,788,13.3264999,0.0376000,262167.702051999978721,3889504.050133999902755
3950,780,10.5398998,0.0276000,262197.702051999978721,3889504.050133999902755
3951,777,4.8575301,0.0324000,262227.702051999978721,3889504.050133999902755
3952,778,4.2226901,0.1196000,262257.702051999978721,3889504.050133999902755
3953,778,1.6876000,0.0976000,262287.702051999978721,3889504.050133999902755
3954,778,1.7210100,0.0464000,262317.702051999978721,3889504.050133999902755
3955,780,7.1171799,0.0180000,262347.702051999978721,3889504.050133999902755
3956,785,11.3957005,0.0428000,262377.702051999978721,3889504.050133999902755
3957,790,13.8930998,0.0436000,262407.702051999978721,3889504.050133999902755
3958,798,15.8093996,0.1068000,262437.702051999978721,3889504.050133999902755
3959,805,14.8546000,0.1804000,262467.702051999978721,3889504.050133999902755
3960,809,15.2410002,0.0640000,262497.702051999978721,3889504.050133999902755
3961,811,17.9680996,0.0924000,262527.702051999978721,3889504.050133999902755
3962,815,19.3229008,0.1608000,262557.702051999978721,3889504.050133999902755
3963,818,18.6588001,0.1288000,262587.702051999978721,3889504.050133999902755
3964,821,17.9654007,0.0640000,262617.702051999978721,3889504.050133999902755
3965,827,18.8922005,0.1296000,262647.702051999978721,3889504.050133999902755
3966,837,19.9752007,0.0320000,262677.702051999978721,3889504.050133999902755
3967,848,20.8097000,0.0056000,262707.702051999978721,3889504.050133999902755
3968,860,20.4393005,0.0056000,262737.702051999978721,3889504.050133999902755
3969,870,16.4815006,0.0032000,262767.702051999978721,3889504.050133999902755
3970,877,13.7826996,0.0000000,262797.702051999978721,3889504.050133999902755
3971,883,10.6068001,0.0064000,262827.702051999978721,3889504.050133999902755
3972,882,12.1061001,0.0000000,262857.702051999978721,3889504.050133999902755
3973,876,14.8546000,0.0052000,262887.702051999978721,3889504.050133999902755
3974,871,14.5495005,0.0176000,262917.702051999978721,3889504.050133999902755
3975,865,15.2206001,0.0028000,262947.702051999978721,3889504.050133999902755
3976,859,16.4195004,0.0120000,262977.702051999978721,3889504.050133999902755
3977,851,15.0424004,0.0036000,263007.702051999978721,3889504.050133999902755
3978,845,15.0699997,0.0072000,263037.702051999978721,3889504.050133999902755
3979,835,14.5064001,0.0688000,263067.702051999978721,3889504.050133999902755
3980,829,9.1910295,0.1132000,263097.702051999978721,3889504.050133999902755
3981,826,5.9892201,0.0364000,263127.702051999978721,3889504.050133999902755
3982,680,2.3859401,0.0204000,259287.702052000007825,3889474.050133999902755
3983,679,3.1096301,0.0612000,259317.702052000007825,3889474.050133999902755
3984,678,3.9310999,0.0292000,259347.702052000007825,3889474.050133999902755
3985,678,3.3722899,0.0528000,259377.702052000007825,3889474.050133999902755
3986,679,2.1343000,0.0888000,259407.702052000007825,3889474.050133999902755
3987,680,2.4563899,0.0160000,259437.702052000007825,3889474.050133999902755
3988,681,4.0725899,0.0308000,259467.702052000007825,3889474.050133999902755
3989,684,4.7636399,0.0108000,259497.702052000007825,3889474.050133999902755
3990,686,3.1096301,0.0028000,259527.702052000007825,3889474.050133999902755
3991,687,2.7199199,0.0020000,259557.702052000007825,3889474.050133999902755
3992,688,2.1343000,0.0008000,259587.702052000007825,3889474.050133999902755
3993,689,1.5095299,0.0012000,259617.702052000007825,3889474.050133999902755
3994,689,1.3917600,0.0016000,259647.702052000007825,3889474.050133999902755
3995,690,1.5095299,0.0024000,259677.702052000007825,3889474.050133999902755
3996,691,0.4774540,0.0016000,259707.702052000007825,3889474.050133999902755
3997,690,0.0000000,0.0012000,259737.702052000007825,3889474.050133999902755
3998,691,1.8175200,0.0004000,259767.702052000007825,3889474.050133999902755
3999,692,2.4563899,0.0004000,259797.702052000007825,3889474.050133999902755
4000,693,3.0543699,0.0000000,259827.702052000007825,3889474.050133999902755
4001,694,3.4389100,0.0008000,259857.702052000007825,3889474.050133999902755
4002,695,3.8140700,0.0012000,259887.702052000007825,3889474.050133999902755
4003,694,4.3933802,0.0052000,259917.702052000007825,3889474.050133999902755
4004,694,3.8436699,0.0044000,259947.702052000007825,3889474.050133999902755
4005,694,3.4717400,0.0152000,259977.702052000007825,3889474.050133999902755
4006,695,4.4951501,0.0084000,260007.702052000007825,3889474.050133999902755
4007,696,4.6919699,0.0180000,260037.702052000007825,3889474.050133999902755
4008,697,4.1140800,0.0040000,260067.702052000007825,3889474.050133999902755
4009,697,3.5842500,0.0092000,260097.702052000007825,3889474.050133999902755
4010,697,3.3890700,0.0076000,260127.702052000007825,3889474.050133999902755
4011,700,2.7199199,0.0112000,260157.702052000007825,3889474.050133999902755
4012,700,2.3859401,0.0132000,260187.702052000007825,3889474.050133999902755
4013,701,3.7238700,0.0260000,260217.702052000007825,3889474.050133999902755
4014,702,4.2626901,0.0616000,260247.702052000007825,3889474.050133999902755
4015,703,3.9310999,0.0168000,260277.702052000007825,3889474.050133999902755
4016,703,2.1607900,0.0456000,260307.702052000007825,3889474.050133999902755
4017,703,1.6876000,0.0728000,260337.702052000007825,3889474.050133999902755
4018,705,4.0725899,0.0756000,260367.702052000007825,3889474.050133999902755
4019,707,2.9018199,0.0092000,260397.702052000007825,3889474.050133999902755
4020,708,1.7210100,0.0408000,260427.702052000007825,3889474.050133999902755
4021,709,2.6989501,0.0384000,260457.702052000007825,3889474.050133999902755
4022,710,3.0357201,0.0420000,260487.702052000007825,3889474.050133999902755
4023,711,1.6876000,0.0244000,260517.702052000007825,3889474.050133999902755
4024,711,0.3376150,0.0156000,260547.702052000007825,3889474.050133999902755
4025,711,0.0000000,0.0080000,260577.702052000007825,3889474.050133999902755
4026,711,0.7548940,0.0064000,260607.702052000007825,3889474.050133999902755
4027,712,1.2171201,0.0008000,260637.702052000007825,3889474.050133999902755
4028,712,1.5095299,0.0092000,260667.702052000007825,3889474.050133999902755
4029,713,2.5695000,0.0068000,260697.702052000007825,3889474.050133999902755
4030,715,3.6469700,0.0064000,260727.702052000007825,3889474.050133999902755
